Name,Date,Rate,Votes,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening,Genre,Genre 2,Genre 3
The Waterboy,1998,6.1,"155,357",90,Film,PG-13,-,Mild,Mild,Moderate,Mild,None,Comedy, Sport,
Reno 911!,1998,7.9,"18,300",22,Series,TV-14,113,Moderate,Mild,Moderate,Mild,Mild,Comedy, Crime,
Män som hatar kvinnor,2009,7.8,"212,757",152,Film,R,-,Severe,Severe,Severe,Mild,Severe,Crime, Drama, Mystery
Movie 43,2013,4.3,"102,613",94,Film,R,-,Severe,Moderate,Severe,Moderate,Mild,Comedy,,
Focus,2015,6.6,"231,723",105,Film,R,-,Moderate,Moderate,Severe,Mild,Mild,Comedy, Crime, Drama
That Time I Got Reincarnated as a Slime,2015,8.1,"7,127",25,Series,TV-PG,56,Moderate,Moderate,Mild,Mild,Mild,Animation, Action, Adventure
Lolita,1962,7.6,"97,276",153,Film,Not Rated,-,Mild,Mild,None,Mild,Mild,Crime, Drama, Romance
In the Mouth of Madness,1994,7.2,"65,455",95,Film,R,-,Mild,Moderate,Mild,Mild,Severe,Drama, Fantasy, Horror
The Island,2005,6.8,"308,320",136,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Mild,Action, Sci-Fi, Thriller
The Picture of Dorian Gray,1945,7.5,"12,667",110,Film,Not Rated,-,Mild,Mild,None,Moderate,Mild,Drama, Fantasy, Horror
Poketto monsutâ,1945,7.5,"40,467",24,Series,TV-Y7,1186,None,Mild,None,None,Moderate,Animation, Action, Adventure
Fantasy Island,2020,4.9,"43,668",109,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild,Action, Adventure, Fantasy
Peter Rabbit 2: The Runaway,2021,6.2,"7,310",93,Film,E,-,None,Mild,None,None,Mild,Animation, Adventure, Comedy
Gold Rush: Alaska,2021,7.3,"4,568",45,Series,TV-14,258,None,None,Mild,None,None,Reality-TV,,
Exit,2021,8.2,"8,337",30,Series,TV-MA,16,Severe,Severe,Severe,Severe,Moderate,Drama,,
V/H/S/2,2013,6,"38,000",96,Film,R,-,Severe,Severe,Severe,Mild,Severe,Horror, Thriller,
Censor,2021,6,"7,162",84,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Horror, Mystery,
Enemy of the State,1998,7.3,"235,028",132,Film,R,-,Mild,Moderate,Severe,Mild,Moderate,Action, Thriller,
Dirty Harry,1971,7.7,"149,671",102,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate,Action, Crime, Thriller
Monster,2003,7.3,"144,058",109,Film,R,-,Moderate,Severe,Severe,Severe,Severe,Biography, Crime, Drama
Foyle's War,2003,8.4,"13,753",90,Series,TV-14,28,None,Moderate,Mild,Mild,None,Crime, Drama, Mystery
Top Gear,2003,8.6,"112,689",60,Series,TV-PG,311,Mild,Mild,Mild,Mild,None,Adventure, Comedy, Reality-TV
Rambo: Last Blood,2019,6.1,"90,239",89,Film,R,-,Mild,Severe,Severe,Moderate,Severe,Action, Thriller,
Dronningen,2019,7.1,"9,820",127,Film,NC-17,-,Severe,Mild,Mild,Mild,Moderate,Drama,,
Miss Sloane,2016,7.5,"69,902",132,Film,R,-,Mild,Mild,Mild,Mild,None,Drama,,
Luke Cage,2016,7.3,"121,986",55,Series,TV-MA,26,Moderate,Severe,Moderate,Moderate,Moderate,Action, Crime, Drama
Kung Fu Panda,2008,7.6,"439,672",92,Film,PG,-,None,Mild,None,None,Mild,Animation, Action, Adventure
Halt and Catch Fire,2008,8.4,"30,499",60,Series,TV-14,40,Mild,Mild,Mild,Mild,Mild,Drama,,
Enchanted,2007,7,"188,165",107,Film,PG,-,Mild,Mild,None,None,Mild,Animation, Adventure, Comedy
Seance,2021,5.3,"1,822",92,Film,R,-,Mild,Severe,Mild,Mild,Mild,Horror, Mystery,
James and the Giant Peach,1996,6.7,"63,548",79,Film,PG,-,None,Mild,Mild,Mild,Moderate,Animation, Adventure, Family
Walk the Line,2005,7.8,"242,054",136,Film,PG-13,-,Mild,Mild,Mild,Moderate,Mild,Biography, Drama, Music
The Hunger,1983,6.7,"24,511",97,Film,R,-,Moderate,Moderate,Mild,Mild,Mild,Drama, Horror,
Lion,2016,8,"225,250",118,Film,PG-13,-,Mild,Mild,None,Mild,Moderate,Biography, Drama,
The Theory of Everything,2014,7.7,"424,977",123,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild,Biography, Drama, Romance
Alien³,1992,6.5,"288,133",114,Film,R,-,Mild,Severe,Severe,Mild,Severe,Action, Horror, Sci-Fi
The Firm,1993,6.8,"127,431",154,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate,Drama, Mystery, Thriller
Good Joe Bell,2020,5.5,"3,005",94,Film,R,-,Mild,Mild,Moderate,Mild,Mild,Biography, Drama,
Evolution,2001,6.1,"125,278",101,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild,Comedy, Sci-Fi,
Kynodontas,2009,7.2,"89,623",97,Film,Not Rated,-,Severe,Severe,Moderate,Mild,Severe,Drama, Thriller,
Hustle Down,2021,4.2,88,97,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Action, Comedy, Drama
Marco effekten,2021,5.1,789,125,Film,Not Rated,-,No Rate,No Rate,No Rate,No Rate,No Rate,Crime, Thriller,
Dark City,1998,7.6,"194,042",100,Film,R,-,Mild,Moderate,None,Mild,Moderate,Fantasy, Mystery, Sci-Fi
The Founder,2016,7.2,"138,333",115,Film,PG-13,-,None,None,Mild,Mild,None,Biography, Drama,
French Exit,2020,5.9,"4,828",113,Film,R,-,None,Mild,Moderate,Mild,Mild,Comedy, Drama,
In the Heat of the Night,2020,7.6,"4,592",60,Series,TV-14,146,Mild,Mild,Mild,No Rate,No Rate,Crime, Drama, Mystery
Resident Evil,2020,No Rate,No Votes,None,Series,None,8,No Rate,No Rate,No Rate,No Rate,No Rate,Action, Horror, Sci-Fi
Get Rich or Die Tryin',2005,5.4,"45,675",117,Film,R,-,Severe,Severe,Severe,Moderate,Severe,Biography, Crime, Drama
Terrifier,2016,5.7,"16,223",82,Film,Unrated,-,Severe,Severe,Moderate,Mild,Severe,Horror, Thriller,
Mulan,1998,7.6,"269,543",88,Film,G,-,Mild,Mild,None,None,Mild,Animation, Adventure, Comedy
Yakusoku no Neverland,1998,8.4,"30,294",23,Series,TV-14,23,None,Mild,Mild,None,Moderate,Animation, Adventure, Drama
The Adventures of Sharkboy and Lavagirl 3-D,2005,3.7,"35,606",93,Film,PG,-,Mild,Mild,None,None,Moderate,Action, Adventure, Comedy
Panic,2021,6.5,"6,463",None,Series,TV-14,10,Mild,Mild,Moderate,Moderate,No Rate,Adventure, Crime, Drama
The Humans,2021,7.4,116,108,Film,R,-,No Rate,No Rate,No Rate,No Rate,Severe,Drama,,
Angels & Demons,2009,6.7,"283,109",138,Film,PG-13,-,None,Severe,Mild,Mild,Severe,Action, Mystery, Thriller
Sinsegye,2013,7.6,"22,052",135,Film,Not Rated,-,Mild,Severe,Severe,Moderate,Severe,Action, Crime, Drama
Bloodsport,1988,6.8,"80,929",92,Film,R,-,Mild,Moderate,Moderate,Mild,Mild,Action, Biography, Drama
Sort Of,1988,5.5,217,30,Series,None,8,No Rate,No Rate,No Rate,No Rate,No Rate,Comedy,,
Incredibles 2,2018,7.6,"270,157",118,Film,PG,-,None,Mild,Mild,Mild,Mild,Animation, Action, Adventure
Transcendence,2014,6.2,"222,701",119,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate,Action, Drama, Sci-Fi
TURN,2014,8.1,"20,730",60,Series,TV-14,40,Moderate,Moderate,Mild,Mild,Mild,Drama, History, War
Only Lovers Left Alive,2013,7.3,"96,334",123,Film,R,-,Mild,Moderate,Moderate,Mild,Mild,Comedy, Drama, Fantasy
The Dirt,2019,7,"44,144",107,Film,TV-MA,-,Severe,Moderate,Severe,Severe,Mild,Biography, Comedy, Drama
Beowulf,2007,6.2,"165,102",115,Film,PG-13,-,Moderate,Severe,Mild,Moderate,Moderate,Animation, Action, Adventure
Prince of Persia: The Sands of Time,2010,6.6,"280,018",116,Film,PG-13,-,None,Moderate,None,Mild,Moderate,Action, Adventure, Fantasy
The A-Team,2010,6.7,"252,498",117,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Mild,Action, Adventure, Thriller
The Girl Next Door,2007,6.6,"25,093",91,Film,R,-,Severe,Severe,Severe,Moderate,Severe,Crime, Drama, Thriller
Bride of Frankenstein,1935,7.8,"45,976",75,Film,Not Rated,-,None,Mild,None,Mild,Mild,Drama, Horror, Sci-Fi
Moon Knight,1935,No Rate,No Votes,None,Series,None,6,No Rate,No Rate,No Rate,No Rate,No Rate,Action, Adventure, Drama
The Drop,2014,7.1,"147,972",106,Film,R,-,None,Severe,Severe,Moderate,Moderate,Crime, Drama, Thriller
Apostle,2018,6.3,"48,289",130,Film,TV-MA,-,Mild,Severe,Mild,Mild,Severe,Drama, Fantasy, Horror
Jarhead,2005,7,"182,059",125,Film,R,-,Severe,Moderate,Severe,Mild,Moderate,Action, Biography, Drama
Girl From Nowhere,2005,7.6,"3,154",45,Series,TV-MA,21,Moderate,Severe,Mild,Mild,Severe,Crime, Drama, Fantasy
The Aviator,2004,7.5,"346,648",170,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate,Biography, Drama,
Beoning,2018,7.5,"57,148",148,Film,Not Rated,-,Moderate,Moderate,Mild,Moderate,Moderate,Drama, Mystery,
Freaks,2018,6.7,"31,111",105,Film,R,-,None,Moderate,Moderate,None,Moderate,Drama, Mystery, Sci-Fi
Wayne,2019,8.4,"12,912",30,Series,TV-MA,10,Mild,Severe,Severe,Moderate,Mild,Action, Comedy,
Charlie's Angels,2019,6.5,"11,830",60,Series,TV-PG,110,Mild,Mild,Mild,Mild,Mild,Action, Adventure, Crime
The Sum of All Fears,2002,6.4,"111,088",124,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate,Action, Drama, Thriller
Hell on Wheels,2002,8.3,"49,495",42,Series,TV-14,57,Mild,Severe,Moderate,Severe,Moderate,Drama, Western,
Z Nation,2002,6.7,"34,891",44,Series,TV-14,68,Mild,Severe,Mild,Moderate,Severe,Action, Comedy, Drama
Pennyworth,2002,7.9,"11,067",60,Series,TV-MA,30,Moderate,Severe,Severe,Mild,Moderate,Action, Crime, Drama
She-Hulk,2002,No Rate,No Votes,None,Series,None,10,No Rate,No Rate,No Rate,No Rate,No Rate,Action, Adventure, Comedy
Teenage Mutant Ninja Turtles,2014,5.8,"205,372",101,Film,PG-13,-,None,Mild,Mild,None,Mild,Action, Adventure, Comedy
No Strings Attached,2011,6.2,"221,546",108,Film,R,-,Moderate,Mild,Moderate,Mild,None,Comedy, Romance,
Wednesday,2011,No Rate,No Votes,None,Series,None,8,No Rate,No Rate,No Rate,No Rate,No Rate,Comedy, Family, Fantasy
Freaks,1932,7.9,"44,299",64,Film,Not Rated,-,Mild,Mild,None,Mild,Moderate,Drama, Horror,
The Lego Movie,2014,7.7,"335,819",100,Film,PG,-,None,Mild,None,None,Mild,Animation, Adventure, Comedy
Pieces of a Woman,2020,7.1,"44,045",126,Film,R,-,Moderate,Mild,Moderate,Mild,Moderate,Drama,,
What Happened to Monday,2017,6.9,"114,939",123,Film,TV-MA,-,Moderate,Severe,Moderate,Mild,Moderate,Action, Crime, Fantasy
My Best Friend's Wedding,1997,6.3,"136,049",105,Film,PG-13,-,Mild,None,Mild,Mild,None,Comedy, Drama, Romance
Together,2021,6.5,"2,363",92,Film,R,-,None,None,Moderate,Mild,Mild,Comedy, Drama,
Spy Kids 3: Game Over,2003,4.3,"57,778",84,Film,PG,-,None,Mild,None,None,Mild,Action, Adventure, Comedy
The War with Grandpa,2020,5.6,"17,826",94,Film,PG,-,None,Mild,Mild,None,Mild,Comedy, Drama, Family
The Outlaw Josey Wales,1976,7.8,"70,081",135,Film,PG,-,Moderate,Moderate,Mild,Mild,Moderate,Western,,
Blue Murder,1976,7.2,"1,332",138,Series,Not Rated,19,No Rate,No Rate,No Rate,No Rate,No Rate,Crime, Drama, Mystery
House on Haunted Hill,1959,6.8,"25,409",75,Film,Not Rated,-,None,Mild,None,Mild,Moderate,Crime, Horror, Mystery
The Last House on the Left,1972,6,"35,860",84,Film,R,-,Severe,Severe,Moderate,Moderate,Severe,Crime, Horror, Thriller
#Saraitda,2020,6.3,"32,672",98,Film,TV-MA,-,None,Moderate,Mild,Mild,Moderate,Action, Drama, Horror
The Little Mermaid,1989,7.6,"247,810",83,Film,G,-,Mild,Mild,None,None,Mild,Animation, Family, Fantasy
Chal Mera Putt 2,2020,9,"2,991",124,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Drama,,
Time Is Up,2021,4.3,324,80,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Drama,,
Baptiste,2021,7.3,"6,625",60,Series,Not Rated,12,Moderate,Severe,Severe,Mild,Moderate,Crime, Drama, Thriller
Northern Exposure,2021,8.3,"15,850",60,Series,None,110,No Rate,No Rate,No Rate,No Rate,No Rate,Comedy, Drama,
Wild,2014,7.1,"125,118",115,Film,R,-,Moderate,Moderate,Moderate,Moderate,Moderate,Adventure, Biography, Drama
Sijipeuseu: The Myth,2014,7.1,"2,773",70,Series,Not Rated,16,None,Mild,Mild,Mild,Mild,Action, Drama, Fantasy
Brightburn,2019,6.1,"89,664",90,Film,R,-,Mild,Severe,Moderate,Mild,Severe,Drama, Horror, Mystery
Lone Survivor,2013,7.5,"276,237",121,Film,R,-,None,Severe,Severe,Mild,Severe,Action, Biography, Drama
How to Sell Drugs Online (Fast),2013,7.9,"27,813",30,Series,TV-MA,18,Mild,Mild,Moderate,Severe,Mild,Comedy, Crime, Drama
The Brady Bunch,2013,6.7,"13,358",30,Series,TV-PG,117,None,None,None,None,None,Comedy, Family,
Recovery,2021,5.3,174,80,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Comedy,,
The English Patient,1996,7.4,"184,473",162,Film,R,-,Moderate,Moderate,Mild,Mild,Moderate,Drama, Romance, War
The Resort,2021,3,"1,815",75,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Horror,,
Life of Pi,2012,7.9,"601,452",127,Film,PG,-,None,Moderate,None,None,Moderate,Adventure, Drama, Fantasy
Pride and Prejudice and Zombies,2016,5.8,"54,196",108,Film,PG-13,-,Mild,Moderate,None,Mild,Moderate,Action, Comedy, Fantasy
300: Rise of an Empire,2014,6.2,"289,295",102,Film,R,-,Severe,Severe,Moderate,Mild,Severe,Action, Drama,
The Frighteners,1996,7.1,"85,227",110,Film,R,-,Mild,Moderate,Mild,Mild,Moderate,Comedy, Fantasy, Horror
A Bug's Life,1998,7.2,"278,276",95,Film,G,-,None,Mild,None,Mild,Mild,Animation, Adventure, Comedy
Real Steel,2011,7,"311,475",127,Film,PG-13,-,Mild,Mild,Mild,None,Mild,Action, Drama, Sci-Fi
Barney Miller,2011,8.2,"5,336",30,Series,TV-PG,171,None,None,Mild,Mild,None,Comedy, Drama,
The Edge of Seventeen,2016,7.3,"114,024",104,Film,R,-,Moderate,Mild,Moderate,Mild,Mild,Comedy, Drama,
"Gordon, Gino & Fred's Road Trip",2016,8.5,"1,078",45,Series,None,11,No Rate,No Rate,No Rate,No Rate,No Rate,Adventure, Comedy, Reality-TV
Bergerac,2016,6.7,"1,503",90,Series,None,87,No Rate,No Rate,No Rate,No Rate,No Rate,Crime, Drama, Mystery
Maze Runner: The Death Cure,2018,6.3,"125,509",143,Film,PG-13,-,None,Moderate,Mild,None,Moderate,Action, Adventure, Sci-Fi
The Rockford Files,2018,8.1,"7,729",50,Series,TV-PG,119,No Rate,No Rate,Mild,No Rate,No Rate,Crime, Drama, Mystery
The NeverEnding Story,1984,7.4,"137,375",102,Film,PG,-,None,Mild,None,None,Moderate,Adventure, Drama, Family
Top of the Lake,1984,7.5,"33,861",60,Series,TV-MA,13,Moderate,Moderate,Moderate,Moderate,No Rate,Crime, Drama, Mystery
Papillon,1973,8,"126,610",151,Film,R,-,Mild,Severe,Mild,Mild,Moderate,Biography, Crime, Drama
Nope,2022,No Rate,No Votes,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Fantasy, Horror, Thriller
Conan the Barbarian,1982,6.9,"142,956",129,Film,R,-,Moderate,Severe,None,Mild,Moderate,Action, Adventure, Fantasy
Beetlejuice 2,1982,No Rate,No Votes,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Comedy, Fantasy, Horror
The Norm Show,1982,7.9,"2,024",30,Series,TV-PG,54,Mild,Mild,Mild,Mild,None,Comedy,,
Le Bureau des Légendes,1982,8.7,"9,816",52,Series,TV-MA,50,Moderate,Moderate,Moderate,Mild,Moderate,Drama, Thriller,
Zoolander,2001,6.5,"254,547",90,Film,PG-13,-,Moderate,Mild,Moderate,Mild,None,Comedy,,
Hellbound: Hellraiser II,1988,6.5,"45,618",97,Film,R,-,Moderate,Severe,Moderate,Mild,Severe,Horror, Thriller,
"O Brother, Where Art Thou?",2000,7.7,"298,862",107,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild,Adventure, Comedy, Crime
A Most Violent Year,2014,7,"69,475",125,Film,R,-,None,Moderate,Moderate,Mild,Moderate,Action, Crime, Drama
Allied,2016,7.1,"149,346",124,Film,R,-,Moderate,Moderate,Moderate,Moderate,Moderate,Action, Drama, Romance
Scam 1992: The Harshad Mehta Story,2020,9.5,"131,914",54,Series,TV-14,10,None,None,Mild,Mild,None,Biography, Crime, Drama
Jupiter Ascending,2015,5.3,"183,886",127,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild,Action, Adventure, Sci-Fi
The Kissing Booth,2018,6,"76,700",105,Film,TV-14,-,Moderate,Mild,Moderate,Mild,None,Comedy, Romance,
Caddyshack,1980,7.3,"111,413",98,Film,R,-,Moderate,None,Mild,Moderate,None,Comedy, Sport,
Spaceballs,1987,7.1,"180,602",96,Film,PG,-,Mild,Mild,Moderate,Mild,Mild,Adventure, Comedy, Sci-Fi
Separation,2021,4.6,"1,552",107,Film,R,-,None,Mild,Mild,Mild,Moderate,Horror,,
Bob Hearts Abishola,2021,6.7,"3,360",21,Series,TV-PG,44,Mild,None,Mild,Mild,None,Comedy, Romance,
Diagnosis Murder,2021,6.8,"7,024",45,Series,TV-PG,178,Mild,Moderate,Moderate,Mild,Moderate,Crime, Drama, Mystery
The Underground Railroad,2021,7.4,"5,357",593,Series,TV-MA,10,Moderate,Severe,Moderate,Mild,Severe,Drama, History, War
Crime Stories: India Detectives,2021,7.4,646,47,Series,TV-MA,4,No Rate,No Rate,No Rate,No Rate,No Rate,Documentary, Crime, Mystery
Butch Cassidy and the Sundance Kid,1969,8,"209,425",110,Film,PG,-,Mild,Moderate,Mild,Mild,Mild,Biography, Crime, Drama
Blade: Trinity,2004,5.8,"171,030",113,Film,R,-,Mild,Severe,Severe,None,Severe,Action, Horror, Sci-Fi
Gentleman Jack,2004,8.2,"9,996",60,Series,TV-MA,16,Moderate,Mild,Mild,Mild,No Rate,Biography, Drama, History
The Ugly Truth,2009,6.4,"211,124",96,Film,R,-,Moderate,None,Moderate,Mild,None,Comedy, Romance,
Cars 3,2017,6.7,"85,944",102,Film,G,-,None,Mild,None,None,Mild,Animation, Adventure, Comedy
Rampage,2018,6.1,"155,330",107,Film,PG-13,-,None,Moderate,Moderate,None,Moderate,Action, Adventure, Sci-Fi
Shooter,2018,7.5,"33,747",60,Series,TV-14,31,Mild,Severe,Mild,Mild,Moderate,Action, Drama,
The Mysterious Benedict Society,2018,7.7,"2,840",None,Series,TV-PG,9,None,Mild,None,Mild,Mild,Adventure, Comedy, Drama
Emergency!,2018,7.8,"4,230",60,Series,TV-G,133,No Rate,No Rate,No Rate,No Rate,No Rate,Action, Adventure, Comedy
Offspring,2018,8.3,"4,216",60,Series,TV-MA,86,Mild,None,Moderate,Moderate,Moderate,Comedy, Drama,
Lost City of D,2022,No Rate,No Votes,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Action, Comedy, Romance
The Birdcage,1996,7.1,"84,923",117,Film,R,-,Mild,None,Moderate,Mild,None,Comedy,,
Your Cheatin' Heart,1964,6.5,773,99,Film,Not Rated,-,No Rate,Mild,No Rate,Mild,No Rate,Biography, Drama, Music
The Twilight Saga: New Moon,2009,4.7,"274,635",130,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate,Adventure, Drama, Fantasy
Deep Water,2022,No Rate,No Votes,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Thriller,,
Bullet Train,2022,No Rate,No Votes,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Action,,
My Salinger Year,2020,6.4,"2,936",101,Film,R,-,Mild,None,Severe,No Rate,No Rate,Drama,,
Coronation Street,2020,5.6,"5,202",30,Series,TV-PG,10336,Mild,Moderate,Mild,Mild,Mild,Drama, Romance,
Agent Carter,2020,7.9,"77,743",42,Series,TV-PG,18,Mild,Moderate,Mild,Mild,Moderate,Action, Adventure, Sci-Fi
The November Man,2014,6.3,"66,110",108,Film,R,-,Moderate,Severe,Severe,Mild,Moderate,Action, Thriller,
Saw II,2005,6.6,"242,643",93,Film,R,-,None,Severe,Severe,Mild,Severe,Horror, Mystery,
The Princess Diaries,2001,6.4,"135,728",115,Film,G,-,None,None,None,None,None,Comedy, Family, Romance
The Golden Compass,2007,6.1,"183,513",113,Film,PG-13,-,None,Moderate,None,Mild,Moderate,Adventure, Family, Fantasy
Saved by the Bell,2007,5.1,"2,327",25,Series,TV-14,20,Mild,No Rate,Mild,No Rate,No Rate,Comedy,,
Back to the Future Part III,1990,7.4,"422,978",118,Film,PG,-,None,Mild,Mild,Mild,Mild,Adventure, Comedy, Sci-Fi
Hostiles,2017,7.2,"78,212",134,Film,R,-,None,Severe,Moderate,Mild,Moderate,Drama, Western,
Versailles,2017,7.9,"15,242",52,Series,TV-MA,30,Severe,Severe,Moderate,Mild,Moderate,Biography, Drama, History
Outlaw King,2018,6.9,"65,718",121,Film,R,-,Moderate,Severe,Mild,None,Moderate,Action, Biography, Drama
First Man,2018,7.3,"178,973",141,Film,PG-13,-,None,Mild,Mild,Mild,Moderate,Biography, Drama, History
Fatherhood,2021,6.6,"31,522",109,Film,PG-13,-,Mild,None,Mild,Mild,None,Comedy, Drama,
Clarice,2021,6.5,"8,031",60,Series,TV-14,13,Mild,Moderate,Mild,Mild,Moderate,Crime, Drama, Mystery
Deep Blue Sea,1999,5.9,"129,805",105,Film,R,-,Mild,Severe,Moderate,Mild,Moderate,Action, Adventure, Sci-Fi
How to Lose a Guy in 10 Days,2003,6.4,"222,606",116,Film,PG-13,-,Mild,None,Moderate,Mild,None,Comedy, Romance,
47 Ronin,2013,6.3,"154,511",128,Film,PG-13,-,None,Moderate,Mild,None,Mild,Action, Drama, Fantasy
Pineapple Express,2008,6.9,"326,499",111,Film,R,-,Mild,Severe,Severe,Severe,Mild,Action, Comedy, Crime
The Dick Van Dyke Show,2008,8.3,"9,611",30,Series,TV-G,158,None,None,None,Mild,None,Comedy, Family,
The Jungle Book,2016,7.4,"267,701",106,Film,PG,-,None,Mild,None,None,Moderate,Adventure, Comedy, Drama
Black Mass,2015,6.9,"173,819",123,Film,R,-,Mild,Severe,Severe,Moderate,Severe,Biography, Crime, Drama
House on Haunted Hill,1999,5.6,"55,477",93,Film,R,-,Moderate,Severe,Severe,Mild,Severe,Crime, Fantasy, Horror
Mile 22,2018,6.1,"74,304",94,Film,R,-,None,Severe,Severe,None,Moderate,Action, Thriller,
Lady in the Water,2006,5.5,"97,594",110,Film,PG-13,-,None,Mild,Mild,Mild,Moderate,Drama, Fantasy, Mystery
Crisis,2021,6.2,"7,715",118,Film,R,-,None,Severe,Severe,Moderate,Severe,Drama, Thriller,
Demolition Man,1993,6.7,"166,625",115,Film,R,-,Mild,Moderate,Moderate,Mild,Mild,Action, Sci-Fi, Thriller
Manhunter,1986,7.2,"70,194",120,Film,R,-,Mild,Severe,Moderate,Mild,Severe,Crime, Mystery, Thriller
The Haunting,1963,7.5,"37,901",112,Film,G,-,None,Mild,Mild,Mild,Moderate,Horror,,
Phone Booth,2002,7,"259,175",81,Film,R,-,Mild,Moderate,Severe,Mild,Severe,Crime, Thriller,
Adventures in Babysitting,1987,6.9,"41,388",102,Film,PG-13,-,Mild,Mild,Moderate,Mild,Mild,Adventure, Comedy, Crime
Buried,2010,7,"155,401",95,Film,R,-,None,Moderate,Severe,Mild,Severe,Drama, Mystery, Thriller
Vanilla Sky,2001,6.9,"256,076",136,Film,R,-,Moderate,Moderate,Severe,Mild,Moderate,Fantasy, Mystery, Romance
Creed,2015,7.6,"259,249",133,Film,PG-13,-,Mild,Moderate,Moderate,None,Moderate,Drama, Sport,
Warrior Nun,2015,6.9,"25,961",None,Series,TV-MA,11,None,Moderate,Moderate,Mild,Moderate,Action, Drama, Fantasy
Sword Art Online,2015,7.6,"40,536",24,Series,TV-14,98,Moderate,Moderate,Mild,Mild,Moderate,Animation, Action, Adventure
Sunshine,2007,7.2,"241,895",107,Film,R,-,None,Moderate,Moderate,None,Severe,Sci-Fi, Thriller,
The Wolverine,2013,6.7,"444,710",126,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate,Action, Sci-Fi,
Quantico,2013,6.7,"58,898",42,Series,TV-14,57,Mild,Moderate,Mild,Mild,Moderate,Crime, Drama, Mystery
Pretty in Pink,1986,6.8,"78,028",97,Film,PG-13,-,Mild,Mild,Moderate,Moderate,Mild,Comedy, Drama, Romance
"Matando Cabos 2, La Máscara del Máscara",2021,4.3,172,102,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Comedy,,
Jurassic Park III,2001,5.9,"305,663",92,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate,Action, Adventure, Sci-Fi
Mr. Mayor,2001,6.3,"3,180",22,Series,TV-PG,10,None,None,Mild,Mild,No Rate,Comedy,,
Nikita,2001,7.6,"50,021",60,Series,TV-14,73,Mild,Mild,Mild,Mild,Mild,Action, Crime, Drama
Fuller House,2001,6.7,"25,986",30,Series,TV-G,76,Mild,None,Mild,Mild,None,Comedy, Family,
Gaia,2021,5.5,"2,899",96,Film,R,-,Severe,Severe,Moderate,None,Severe,Drama, Fantasy, Horror
Knowing,2009,6.2,"227,424",121,Film,PG-13,-,None,Moderate,Mild,Mild,Severe,Action, Drama, Sci-Fi
